Title,Company,Location,Qualifications,Url
Data Scientist (Audio/Speech),Sciffer,"Baner, Pune, Maharashtra","['C++', 'R', 'C', 'Python', 'Microsoft SQL Server', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/vjoy4QA-2jF3h9S_g0wTOfRMY3M1bPeSGoUW3m-LW0SS9f2SreGhHA?q=data+scientist
Associate Data Scientist,Innoplexus,"Pune, Maharashtra","['Deep learning', 'Image processing', 'Computer vision', 'Machine learning', 'Python', ""Master's degree""]",https://www.simplyhired.co.in/job/iu1zSlQReTNULW7Ac89Qp3HkjoBXxKEmM78GOeHxiZbifZOokkGf2g?q=data+scientist
Data Science Trainer,Infobyte career institute,"Mumbai, Maharashtra","['Power BI', 'Tableau', 'Microsoft Powerpoint', 'Data visualization', 'Apache']",https://www.simplyhired.co.in/job/DC-UyIt3n7ZbCa9ax-ibTJPgaqyQFCkYrrC78P4TNSyc5YGza5vq5g?q=data+scientist
NLP Data Scientist,Lilly,"Bengaluru, Karnataka","['Analysis skills', 'Machine learning', 'Natural language processing', 'AI', 'Doctoral degree']",https://www.simplyhired.co.in/job/MLQQLvRMFXHkORkF-YNKXLExV4WArguWGx6Wrl900g6vno5e-BY_Yw?q=data+scientist
Machine Learning Interns,DeepEdge,"Hyderabad, Telangana","['Microsoft Excel', 'Machine learning']",https://www.simplyhired.co.in/job/nQuR2gO-1Lx0u_Px5GBPk4wNZ1Sbnn7Knh4S6B04VfgUO6uyvWm5CA?q=data+scientist
Artificial Intelligence Faculty (Freelance),INSAID,"Gurgaon, Haryana","['Communication skills', 'R', '.NET', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/PsXkcFoRdf_TJDp_bxt4a_O58Iyqt8gkkYVn9YThXSY0u_c7CY2fUQ?q=data+scientist
Data Scientist,CTD Techs,"Chennai, Tamil Nadu","['Machine learning', 'Python', 'AWS', 'Data science', 'Natural language processing']",https://www.simplyhired.co.in/job/kYpRK2qBSyz_-nhq2cqyZSNYooUT-e-IE-GagkrfJpp3UfF6Y4K-xQ?q=data+scientist
AI/Machine Learning Engineer,AssetOne,"Pune, Maharashtra","['Analysis skills', 'Image processing', 'Azure', 'Torch', 'Deep learning']",https://www.simplyhired.co.in/job/3gBhtZk3tPLvNGZdb3ey1GUZwQYiQhZeHX9u4VzikXtCozLFNh339A?q=data+scientist
Data Scientist,Skan,"Bengaluru, Karnataka","['Analytics', 'Python', 'Debugging', 'Natural language processing', 'AI', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/5Qm_F11-BL_EhuPRXttVObTILl4RWOx5CcOCAHxz921ejD8zVL_yhw?q=data+scientist
Data Scientists and ML Engineers,Tata Elxsi,"Calicut, Kerala","['Continuous integration', 'Mentoring', 'System design', 'OpenCV', 'CI/CD', 'M.C.A.', 'Diploma', ""Master's degree""]",https://www.simplyhired.co.in/job/HovvJV5aqBXpMxyRXYovaR5L9JbNOORSPfs8qwYZilgib_eTW5bhNg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Manager, Data Analytics / Data Science",GM Infotech,"Bengaluru, Karnataka","['Statistical analysis', 'Web services', 'Analysis skills', 'Power BI', 'SQL', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/otBzNJTAzoYIWUas7tkyMLNo9OhfswDzr949xWUqPvumhbDtLf5plw?q=data+scientist
Data Scientist,Sorigin Group,"Pune, Maharashtra","['Software deployment', 'Power BI', 'SQL', 'Tableau', 'Hadoop', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/yEKChM9r7poJF3Be1nScoMP0tSNM1beI9vruknD6nuzAHOy1aLLmRw?q=data+scientist
Data Scientist - Digital Enterprise,Maruti Suzuki India Ltd,"Gurgaon District, Haryana","['SQL', 'Spark', 'Analytics', 'Hadoop', 'Machine learning', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/h6ybcf9c5f1sRG9knbmR_GiUovtFanb_Xxpr7-VTfivTvaQVVHed_Q?q=data+scientist
Data Scientist,Zensar Technologies,"Bengaluru, Karnataka","['Analysis skills', 'SQL', 'Analytics', 'Machine learning', 'Predictive analytics']",https://www.simplyhired.co.in/job/WxpFfA79Dkf-r8Ny27FtbWIZChfn2OKM-jbXXaDu_TE1aWdQnfedxg?q=data+scientist
ML Engineer,TerraEagle,"Bengaluru, Karnataka","['Communication skills', 'Software architecture', 'Machine learning', 'Python', 'Statistics', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/fLtr4qTK5GoBQo065vkzGF-cq772pNP835-gT882R7obc7v9YKPWdQ?q=data+scientist
Data Scientist Intern,Brightree,"Chennai, Tamil Nadu","['Communication skills', 'Machine learning', 'Statistics', 'Data science', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/24N6VKJKa5iPVyLyf04kUFmo6_HZ3ylfcDY8K66aROKtpi8ZU7GfzA?q=data+scientist
Assistant Vice President- Data Science,Barclays,"Chennai, Tamil Nadu","['SQL', 'Microsoft Excel', 'Tableau', 'Business intelligence', 'R', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/v_yA6HGQ0Zl9AjiPG_AlVo5WZd-xmezXQm5qhmYGVkf0f3qs5wwIjQ?q=data+scientist
Data Scientist (Computer Vision),Sciffer,"Baner, Pune, Maharashtra","['Deep learning', 'C++', 'Image processing', 'Computer vision', 'R', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/TTK8Hlcomc79Nby__n8gIWzXanmWfpu8PJxWFCPeh5RqDcW0v0zq-w?q=data+scientist
IT Trainer- Data science_Python,Softlogic Systems Pvt Ltd,"Chennai, Tamil Nadu","['Python', 'Data science']",https://www.simplyhired.co.in/job/FtFL-xb2e45Xx5e6qEQhom6vHvRanFnzbYzX02OUJtw0T15VYT0-bg?q=data+scientist
Data Scientist,E2E Infoware Management Services,"Bengaluru, Karnataka","['R', 'Machine learning', 'Python', 'AI']",https://www.simplyhired.co.in/job/4JsIzXKUutCNZ4b-xztL0XqjH2s_mD0nXA-a7nF2aT6MNrZMsFwymQ?q=data+scientist
Data science,Elvira technologies,"Gurgaon District, Haryana","['Image processing', 'Continuous integration', 'Azure', 'GIS', 'CI/CD', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/2PczfHwsf77DjhaK3IWvuU4Dum5kCexxfqkIgIahStz0YrmJVTKvRQ?q=data+scientist
Data Scientist,Nexval Infotech,"Kolkata, West Bengal","['SQL', 'Apache Hive', 'Tableau', 'Apache Pig', 'Natural language processing', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Jy6RHzcF4AftkmcZkamAryjGleP54dWUilXNY07TTdyck1_HbbNJrQ?q=data+scientist
Applied Data Scientist,dh internal Job Board,"Gurgaon District, Haryana","['Communication skills', 'Agile', 'SQL', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/Idbt2UM2O0wS9sCSB6pxwsW3XKti-pZKhCgLog6UXbfb7VJOrGAt8A?q=data+scientist
Data Scientist,Faurecia,"Pune, Maharashtra","['Deep learning', 'TensorFlow', 'C++', 'Image processing', 'Computer vision', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/b_xTO_EubFrzQEEHCDHCN7XjqyVXasUWpPk-7RvhFvRRf3fSOAEF9w?q=data+scientist
Business Analysis/Data Science,Nathan Research,"Chennai, Tamil Nadu","['Power BI', 'Analytics', 'Microsoft Excel', 'Machine learning', 'Tableau']",https://www.simplyhired.co.in/job/lzaPVp5BMA2Rvab0ZC0NXSUXBPLwhezf310avztyYnLPaB64--J1_w?q=data+scientist
Computer Vision/Artificial Intelligence Architect,Larsen & Toubro Limited,"Chennai, Tamil Nadu","['Bash', 'Azure', 'Shell Scripting', 'OpenCV', 'TensorFlow', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/EVxa96TjnrV-DyC0dBRaWxQEJiEhaePJ029GKesaSf10F5omJ3oALw?q=data+scientist
Senior Machine Learning Engineer,Fusemachines,Remote,"['SQL', 'Spark', 'Natural language processing', 'Deep learning', 'TensorFlow', 'Doctoral degree']",https://www.simplyhired.co.in/job/2-WDdmTgjX28M8T0Lhjk7Jq5C4ccQ5k9j4JSFEZsyhooMfX8gUJoqA?q=data+scientist
Senior Machine Learning Engineer,SuperOps.ai,"Chennai, Tamil Nadu","['Hadoop', 'Spark', 'Machine learning', 'Big data', 'Data structures']",https://www.simplyhired.co.in/job/J4ABCb3gTHrz8DT8l_Jvuntj7NmtQWCuLU60cQiI1MrVJkAKs_HBfA?q=data+scientist
Python(Data Scientist),Xpheno,"Bengaluru, Karnataka","['Flask', 'Torch', 'NumPy', 'Pandas', 'MongoDB']",https://www.simplyhired.co.in/job/Jmq2WGLsk3Hj7N31zsmmK0hedSK45A9F_-qrTABI_F5Zf11Gu2rFfA?q=data+scientist
Data Scientist CRSP IRC180072,GlobalLogic,"Chennai, Tamil Nadu","['SQL', 'NoSQL', 'Communication skills', 'Scala', 'Python', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Director, Machine Learning",Suki,"Bengaluru, Karnataka","['React', 'Software deployment', 'TypeScript', 'Swift', 'Mentoring']",https://www.simplyhired.co.in/job/7O3uz5VpH8YsEAjt98zIQr02TUk7vLJjAQzwLf-WGwolCgQbw1ynrQ?q=data+scientist
Data Scientist (Theoretical),torcai digital media,"Dehra Dun, Uttarakhand","['Shell Scripting', 'Calculus', 'Data analysis skills', 'Linux', 'Data science']",https://www.simplyhired.co.in/job/Vt-7Crrly6wGgJQRv2s9wX3ytcvuMnTyGWLcB6CalzV22XlSND2odg?q=data+scientist
Data Scientist,DataEconomy,"Hyderabad, Telangana","['SQL', 'Predictive analytics', 'Tableau', 'NumPy', 'Pandas', 'M.C.A.', ""Master's degree""]",https://www.simplyhired.co.in/job/fEpOchmqiyHhNcMSE7f2yjwhAyCHqpRCp_Y3xG3o2e5ppFafnGptFg?q=data+scientist
Natural Language Processing Engineer (NLP),Tenacitics Inc,"Nungambakkam, Chennai, Tamil Nadu","['Sentiment analytics', 'Natural language processing', 'Communication skills', 'Software architecture', 'R']",https://www.simplyhired.co.in/job/EGEOiOYREpj3EdUhSLvT8Zji9QY-PSz9ZSbG8_mRKu9z6LdrE9ttRA?q=data+scientist
Data Analytics Trainer Instructor,SkillApply,"Pune, Maharashtra","['Analysis skills', 'SQL', 'Data analytics', 'Communication skills', 'R', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/GbC5bhXs9RJK_mwFAj9HS37q9yrfL2M7WMwn98xyBaVnZm5C9eG5Yw?q=data+scientist
Faculty- Artificial Intelligence,United Group of Initiatives,"Ernakulam, Kerala","['.NET', 'Teaching experience', 'Communication skills', 'R', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist
Data scientist,MudraCircle,"Mumbai, Maharashtra",[],https://www.simplyhired.co.in/job/Mc4zB8xkU_IqL52aZXiuwfd2ngB4n_aWeTHMbu3KAquvEuzX_t9LBA?q=data+scientist
Lead Data Scientist,Nissan,"Thiruvananthapuram, Kerala","['Data visualization', 'Product development', 'Communication skills', 'Agile', 'APIs', ""Bachelor's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/aGmf8gqTeB7ojBNlSmvf6SdgDBBXq5Ip2ZASXGOxCAQUNQGhN_KBDg?q=data+scientist
Data Scientist,Financial Software & Systems (FSS),"Bengaluru, Karnataka","['Continuous integration', 'Data modeling', 'SQL', 'Spark', 'Financial services', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/0xRXr8CrKjJIG1g_CLxjFmGbFn8sZhrkOHPvOCcv_Y3Gr5FH5vzS0g?q=data+scientist
Junior Data Scientist,Risk Edge Solutions,"Hyderabad, Telangana","['D3.js', 'NoSQL', 'MongoDB', 'Git', 'Data visualization']",https://www.simplyhired.co.in/job/Irkmb_OfDgqAaot4qkJFfuUNgu-DSBIYwIIN_JukDUBb3mzygFA9Hw?q=data+scientist
Data Science,Zee Entertainment Enterprises,"Bengaluru, Karnataka","['Software deployment', 'SQL', 'PyTorch', 'Deep learning', 'TensorFlow', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/WJ0gwbUVwRyy4k8hz23ysT1lW90-Zpzs-Co_yX6DzMXhQMHj0pmSQw?q=data+scientist
Deep Learning (Medical imaging),Livvolta Healthcare Innovations Private Limited,"Chennai, Tamil Nadu","['Azure', 'PyTorch', 'TensorFlow', 'C++', 'Medical imaging', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/WhSAkh5IA0TIpXBKNXTiSCc63zFPtfrPGPpq2LEF_JmhmXPkz1vvqQ?q=data+scientist
People Analytics Data Engineer,Ericsson,"Gurgaon District, Haryana","['Project management', 'Power BI', 'Data modeling', 'SQL', 'SAP S/4HANA']",https://www.simplyhired.co.in/job/4nzPFLurvFy0TXRUAf0LkxeYiMcZniYEs3KF9c7JzzzUPKs0DWL2Cg?q=data+scientist
Data Science Manager,Flex,"Chennai, Tamil Nadu","['Communication skills', 'SQL', 'R', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/4pit7pntZHtxPUccquWdPvct9Yb8-SfdCzpCqGZhwXsen6LTtsCt-A?q=data+scientist
Artificial Intelligence Engineer,GRIT Talent Asia,"Madurai, Tamil Nadu","['Azure', 'SQL', 'Laboratory experience', 'DevOps', 'APIs', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/CXbjcfClapzZ2Pdd6Yk3oKxeYPZQxea3PKv9Q1xbfEKR_g8-8GgZwA?q=data+scientist
Data Scientist,ITOrizon,"Bengaluru, Karnataka","['Statistical analysis', 'Web services', 'SQL', 'Predictive analytics', 'C++', ""Master's degree""]",https://www.simplyhired.co.in/job/7g3QvEismxqB2nTfAwuabvhkxeNm6ZBWmc6oD0Pi_L7JFnv6bGT7MA?q=data+scientist
Deep Learning/Computer Vision Engineers,Tata Elxsi,"Bengaluru, Karnataka","['Bash', 'Image processing', 'Computer skills', 'Shell Scripting', 'NumPy', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/gVO4bkivhJJ5Iz1Vg0jJXPfS1CfYXYQcaS7V9G9z5gKxUua8YKV-xQ?q=data+scientist
Machine Learning Engineer (Remote),MonetizeMore,"New Delhi, Delhi","['Web development', 'Test automation', 'Communication skills', 'Agile', 'Docker']",https://www.simplyhired.co.in/job/dz3T6o4PhhoakK_P7h79fMp8wH-Ett4NDf37YRe2-JRwzHuk_8_ucA?q=data+scientist
Machine Learning Specialist(AI/ML Developer),mPHATEK,"Pune, Maharashtra","['Natural language processing', 'Communication skills', 'R', 'Machine learning', 'Python', 'M.C.A.', ""Bachelor's degree"", ""Master's degree"", 'M.B.A.']",https://www.simplyhired.co.in/job/F6-EMlh0nvgQoRe0UiVkwL8bhygYOzp-YDWSqh3TufUA0qnIhWQxhg?q=data+scientist
Principal Data Scientist,Benovymed Healthcare,"Delhi, Delhi","['Full-stack development', 'Predictive analytics', 'NumPy', 'Natural language processing', 'Deep learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/LdgBvmcNNf4G4FHfpFsPNpGr8hJbj8ldsdP5dha_MVda6_VCOPBcsg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,Imurgence,"Jamshedpur, Jharkhand","['Supply chain', '.NET', 'Data visualization', 'Deep learning', 'Analytics', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/P3km7qVsyo65idY4HB3oYCHbrHxXruWm7zNVsKB8xHS0pkkDwGQTkQ?q=data+scientist
Data Scientist,FelixHealthcare.AI,"Kondapur, Hyderabad, Telangana","['SQL', 'Tableau', 'Presentation skills', 'C++', 'Communication skills', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/ByVnf4iHeTz9sI1FouwreUmUfeqVmCRiXtf5XmbjqmcjkTsosMVIQw?q=data+scientist
Data Scientist,CodersArts,"Noida, Uttar Pradesh","['Image processing', 'SQL', 'Statistical software', 'SAS', 'Deep learning', 'Doctoral degree']",https://www.simplyhired.co.in/job/i2KLTmzAi-yQXuytuU09ufW_Dns3sMNr-WCbn5Sn8W2hRDHJXJP8RQ?q=data+scientist
Manager - Data Scientist,PepsiCo,"Hyderabad, Telangana","['Marketing mix modeling', 'Analytics', 'Data science', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/RdvwzLhYH1Kn_AUDAkscBwRJotuwtOy2ktxEDOD7zssCC-FeJLwnog?q=data+scientist
Machine Learning Engineer,e-con Systems,"Chennai, Tamil Nadu","['C++', 'C', 'Machine learning']",https://www.simplyhired.co.in/job/Vtl6b2eKEyhwNB2eIFD0vlzN711KfkjnDkNOiOkZ6X4eiq1-G6vumw?q=data+scientist
DATA SCIENTIST – DATA SCIENCE & AI,Virtue Sources,"Bengaluru, Karnataka","['SQL', 'Analytics', 'R', 'Machine learning', 'Python', ""Master's degree""]",https://www.simplyhired.co.in/job/jHceUY4WlObYULa3uOZDdlxHae1mK8AI9hPmBLkP2JIgYDHbVypAfw?q=data+scientist
"Deputy Manager, Data Science",Concentrix,"Bengaluru, Karnataka","['Fraud', 'Analytics', 'Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/L5FUzxJEnvC35L7BWB9F3lffRlV6Ie07iH2o6IbAeRL-fTm1AW53OA?q=data+scientist
Freelance trainer For Data Science and Artificial Intelligence,Tamilnadu Advanced Technical Training Institute,"Chennai, Tamil Nadu","['Data science', 'AI', ""Master's degree""]",https://www.simplyhired.co.in/job/k9Q13wuB-xpcU2B-d46Ko__xgpd6r4gDC7EOaCIOIrXvErld-RKEcA?q=data+scientist
Senior Data Scientist,Kroll,"Hyderabad, Telangana","['Project management', 'Analysis skills', 'Azure', 'Natural language processing', 'Leadership', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/GXDM9qzSTXUc8odG_s6achvLy4x4arPxQRV7xWem3UBv5wdia-VCAA?q=data+scientist
TA- Data Science- Freelancer,Testbook,"Navi Mumbai, Maharashtra","['Communication skills', 'Teaching experience', 'Microsoft Office', 'Data science']",https://www.simplyhired.co.in/job/RlrXKQMbElBtoyeWQ3B10FcJesYjeqvxExTXBs_cK4c-oy3eL6jp4A?q=data+scientist
Machine Learning Engineer,Masters India Private Limited,"Noida, Uttar Pradesh","['Web services', 'Image processing', 'Natural language processing', 'Deep learning', 'TensorFlow', ""Master's degree""]",https://www.simplyhired.co.in/job/vnGZw9I3cv_IATtPBFNWWBW-96piSiO_ojKybbsLCyxqR1c9Vvw96g?q=data+scientist
Al/ML Developer (Data Science/Python Skills),SciTech Patent Art Services,Telangana,"['Python', 'Data science']",https://www.simplyhired.co.in/job/4yQkLof-teRN26HFECJvmm4oquF9zRn5HC-ObkEZnqPbGN5JPBmVrw?q=data+scientist
Senior ML Engineer,Winning Edge,"Bengaluru, Karnataka","['Software deployment', 'Elasticsearch', 'Analysis skills', 'Natural language processing', 'Deep learning']",https://www.simplyhired.co.in/job/5jgb2hXILyC2cdhMGr1jzuDP9QQLl05v6zOYw428x6bqinWWPQjGHw?q=data+scientist
Data Scientist - Vice President,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","['Software deployment', 'Flask', 'Azure', 'SQL', 'Data visualization', ""Master's degree""]",https://www.simplyhired.co.in/job/q74fdW55g7pQaZ59lvt55ed1I_IvLOATKFS1ZTgWDORCVjNoD8yBUg?q=data+scientist
Data Scientist Power BI,Cranium IT Inc,"Bengaluru, Karnataka","['ITIL', 'Power BI', 'Communication skills', 'Azure', 'SQL']",https://www.simplyhired.co.in/job/zq9PIIZ_djfgkx30WCY7-TKicQ37ln7K6MmVnY2DASPmgSttauigLg?q=data+scientist
Data Science with Python and Machine learning trainer,L&D Edutech,"Mumbai, Maharashtra","['Machine learning', 'Python', 'Teaching experience', 'Data science', 'Diploma']",https://www.simplyhired.co.in/job/zOqUwILWk_Q1lqI-sEEejz3kZ3yKvS5Q-MrNactc6JX4BXeEEtPASw?q=data+scientist
Senior Data scientist,ZF,"Chennai, Tamil Nadu","['Sensors', 'Analytics', 'Machine learning', 'Design thinking', 'AI', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/-asxaIv4r_9aFemfyi_Z6BZ5zNmdBWxU0MwSID2q-Mf79maREIkiXQ?q=data+scientist
Cloud SDM-Data Analytics and Visualisation,IBST Private Limited,"Bengaluru, Karnataka","['Software deployment', 'Project management', 'Analysis skills', 'Power BI', 'Azure', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/1haFgMdoiBHyQHk425m6-O7aW2ID7zbKolbaExnc-WJinTKQq1-Esw?q=data+scientist
Data Scientist,Only Much Louder (OML),"Bengaluru, Karnataka","['SQL', 'TensorFlow', 'Computer vision', 'APIs', 'Hadoop', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/189y8S_vEmS8VAWikOlH0Im491Jx7YZDcIdQLK_CAGQ0vFDi48T2Pw?q=data+scientist
"Big Data Engineer- Hadoop , Pyspark",Amex,"Gurgaon District, Haryana","['Perl', 'Spark', 'Apache Hive', 'Shell Scripting', 'UNIX', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/BidnDEoiaweEDbiXouZwTqZ8uM-jZ4ep6xE1nqjrAkJXTSLQZ9roQg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,BDB,"Bengaluru, Karnataka","['SQL', 'Statistical software', 'Predictive analytics', 'SAS', 'Analytics', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/VKxzkCNnK_mRtwonjHfXzya0Pt-COFsWW5zjpprV_Gf00dXKYc9L8w?q=data+scientist
Chief Data Scientist,Comviva,"Gurgaon District, Haryana","['Software deployment', 'Fraud', 'Leadership', 'SQL', 'Spark']",https://www.simplyhired.co.in/job/izmuXah0Waamay_APBl-opBLzDtc3r45PENL5X919ozWGZpsZThz3g?q=data+scientist
Data Scientist,Infognana IG Solution,India,"['D3.js', 'SQL', 'Apache Hive', 'NumPy', 'Pandas', ""Master's degree""]",https://www.simplyhired.co.in/job/EWnEnifxBG87J1Ub1uEcnKVKH3IvDB9u3fNrhmaIyutl8TU1h9SRyw?q=data+scientist
Deep Learning Deployment Engineer (Edge AI),Conxai Technologies GmbH,"Bengaluru, Karnataka","['Deep learning', 'Software deployment', 'C++', 'Communication skills', 'C', ""Master's degree""]",https://www.simplyhired.co.in/job/weTAmh1-0ArbEhweYl9l_LAi-Cine2w118rW0bO0zGc0rrxsQi5f0A?q=data+scientist
Data Science,Inspiration Manpower,"Bengaluru, Karnataka","['Power BI', 'SQL', 'Tableau', 'Banking', 'Communication skills', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/I-ohrEJUEHorQriVaI09ZVcF_thKZ5ZHRGqZ8OUB2iISO91YcYedWg?q=data+scientist
EY GDS Consulting - Data And Analytics - Data Engineer - 44-3,EY,"Bengaluru, Karnataka","['Analysis skills', 'Image processing', 'Azure', 'Waterfall', 'Business intelligence', 'M.C.A.', 'B.Sc', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/4NKCAA2ahOmnOiDFclTpR91fFMrutpxjYE7W6YEhH6dgb5rVcygJxg?q=data+scientist
Data Visualization Analyst (Data Scientist ) _ TRAI _ Delhi,NISG (National Institute for Smart Government),"New Delhi, Delhi","['Information security', 'Big data', 'AI', ""Bachelor's degree"", ""Master's degree"", 'M.C.A.']",https://www.simplyhired.co.in/job/GLMJyKJi4F9gYn__y7rH_JC7V2N3yYWB7qBCD7DpH0dc_WGElUIqtg?q=data+scientist
Data science Developer,Financial Fabric,"Kolkata, West Bengal","['Power BI', 'Azure', 'SQL', 'DevOps', 'Communication skills', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Wm4yaCVzGhbo9HeovyCN-TUbtmcYB2j4hZz81a51cyAp3MpKR60OBw?q=data+scientist
AI/ML Engineer,BizAcuity,India,"['Software deployment', 'Analysis skills', 'Data modeling', 'Azure', 'SQL']",https://www.simplyhired.co.in/job/bxK8lecCjB1Xlgt8WU1yU0-53dnFwxHocWl0JHv5Vk5f6pNQejzmKg?q=data+scientist
Consulting_Data Science_Sr. Consultant/Consultant,Deloitte,"Bengaluru, Karnataka","['Deep learning', 'Image processing', 'Communication skills', 'Computer vision', 'SQL', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/7JgK3PtwqRTUmXVJkZuAf1fp5t3iC3f2MHRtbKnFyhJDYmKeu8Xc1Q?q=data+scientist
Sr Machine Learning Engineer,MavenAI Technologies,"Chennai, Tamil Nadu","['Image processing', 'Full-stack development', 'Azure', 'Predictive analytics', 'NumPy']",https://www.simplyhired.co.in/job/xvMOdSKVnbPxDksOEQgFwrO5QzJSQ8B1qqRGKHyILSDqeQANQZfA4g?q=data+scientist
Data Scientist,Tata Insights and Quants,"Mumbai, Maharashtra","['Manufacturing', 'SQL', 'Spark', 'Apache Hive', 'Predictive analytics', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/tA5vZV7jdFWZEzInHMUJwVVrRCTANFRhZw0lKrrP5RVwW_7rdQ0rTQ?q=data+scientist
Machine Learning Engineer,S&P Global,"Gurgaon District, Haryana","['Predictive analytics', 'Product management', 'TensorFlow', 'Quality assurance', 'APIs', 'M.C.A.', ""Master's degree""]",https://www.simplyhired.co.in/job/uRuyE-4hiGMTos_k5nrF8xIGSNk7bRZ7NaJJcn_tXUyMGYlVRwPbig?q=data+scientist
Deep Learning Researcher,Ferill Dynamics,"Bengaluru, Karnataka","['Deep learning', 'TensorFlow', 'Machine learning']",https://www.simplyhired.co.in/job/nCz1clF4H4NAwbj-wb6m7X-NuY6REW5V89oeOsaNDFj8gC2wREKH5Q?q=data+scientist
Engineer - Data Science,Cambridge Technology Enterprises (CTE),"Hyderabad, Telangana","['Web services', 'PyTorch', 'NumPy', 'Pandas', 'Deep learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/XLFUgA-0qRh28TKLX-FGMKuBM0nldRftK2QziV6Y7_k9KklIEQXOYQ?q=data+scientist
