Title,Company,Location,Qualifications,Url
Data Scientist,Cognizant,"Pune, Maharashtra","['Power BI', 'Azure', 'SQL', 'PyTorch', 'OpenCV']",https://www.simplyhired.co.in/job/uhDQdEodfHqQ5VwMqAnK97-cKgB9cTLlujzPM31ha3myaCTTtqZvYg?q=data+scientist
Data Scientist (Machine Learning),TechStep,"Hadapsar, Pune, Maharashtra","['Software deployment', 'Analysis skills', 'Microsoft Excel', 'Predictive analytics', 'MySQL', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/yBlNuMnGMWN7sP72PZFefotOaJQ9qmc3IBAJbU8_eGljQ1oXEl2RJw?q=data+scientist
Data scientist - T8 Aftersales,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Power BI', 'Azure', 'SQL', 'NoSQL', 'TensorFlow']",https://www.simplyhired.co.in/job/k1ONEj2vLizt0b7wF2Q8xNb4lYo8xhQXk2SCTDEKucF6ERJ49FnSRw?q=data+scientist
Data Scientist,Fortive Corporate,"Bengaluru, Karnataka","['SAS', 'Stata', 'Quantitative research', 'Microsoft Outlook', 'MATLAB', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/UvK12DFbjRQGYWeBS8_1LmmDlYdFDybNaUrw-Otd5eMceLLuAWGSVg?q=data+scientist
Data Scientist​,NeoStats,"Bengaluru, Karnataka","['Power BI', 'SAS', 'Natural language processing', 'Play Framework', 'Analytics', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/QUY_z8InuqVvH_5eAL8Z_VZKWlNuxbZgl51FHBOgMURXB4AJYzIBug?q=data+scientist
Jr Data Analyst | Jr Data Scientist,AIBridge ML,"Hyderabad, Telangana","['SQL', 'R', 'Machine learning', 'Python', 'Math', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/9SPkHdgdd-aeSVIOCPrzZBnIhPJHOp_Ixr5rBnhsfT4rTbZQLZxKLw?q=data+scientist
Data Science - Intern,MNJ Software,Remote,"['Power BI', 'Azure', 'Tableau', 'Communication skills', 'Machine learning', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/wO_4faby65cK9EU7BZjew3uxtMjW9RzAkdxwVNQB1H567POle6kPFg?q=data+scientist
Junior Data Scientist,Marktine Technology Solutions,Remote,"['SQL', 'C++', 'Product development', 'Communication skills', 'Scala', 'B.Sc', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Obx5-WAFGw9oRgpnfRs59yTKMq9pZpgNWZpEDjABzT7Sb0qQvLT4pw?q=data+scientist
Data Scientist,Auraa Solutions,"Mumbai, Maharashtra","['Relational databases', 'SQL', 'Git', 'Data analytics', 'Agile', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/gzX3aIBxqTuFgnfYrcAGOHusWYDVnedlqbBeK9DBZpjdYxNTGlL-ww?q=data+scientist
Data Scientist,Think Future Technologies,Delhi,"['Deep learning', 'TensorFlow', 'Relational databases', 'SQL', 'PyTorch']",https://www.simplyhired.co.in/job/jANEcyGMhSxwMN5SzhNhwVyRcYRn583zCI5lUPFWSgzSDKUjUT7jdg?q=data+scientist
Data Science Intern,Discover Dollar,India,"['Azure', 'NoSQL', 'MongoDB', 'Sentiment analytics', 'Git', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/mZYJ-vjvewXtl3uEFnhsudYgyO0PLe2R2UiiemgsFpVQivdEG2oDsA?q=data+scientist
DATA SCIENTIST,Tech27 Systems Ltd.,"Calicut, Kerala","['Analysis skills', '.NET', 'C++', 'Analytics', 'R', ""Master's degree""]",https://www.simplyhired.co.in/job/eHAoPgsMm_DFAOtCXAsZAdOGdhz9X_saAjK77smIYVsOd0RcuNPUgA?q=data+scientist
Data Science Intern,Brave AI Lab,India,"['Software deployment', 'SQL', 'Presentation skills', 'Deep learning', 'TensorFlow', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Ea5TahKyX-6Pk5a0meYfLTxEc2pbPQzo03bjSc49WlJNcJ6KmWfM0Q?q=data+scientist
Supply Chain Network Data & Analytics Specialist,Colgate-Palmolive,"Mumbai, Maharashtra","['Manufacturing', 'Supply chain', 'SQL', 'Spring', 'R', ""Bachelor's degree"", ""Master's degree"", 'M.B.A.']",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist
Senior Data Scientist,Boston Consulting Group,"Bengaluru, Karnataka","['TensorFlow', 'Communication skills', 'Agile', 'SQL', 'Python']",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
A&A -Sr. Data Scientist - AI POD,Deloitte,"Bengaluru, Karnataka","['Azure', 'SQL', 'NoSQL', 'TensorFlow', 'DevOps', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/fhWjwM4ALzvT-Z0sd--4ovqY6OwyKdmmbko_IhvURHfIjCtFDZf5LA?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,SearchUrCollege,"Noida, Uttar Pradesh","['Power BI', 'R', 'Machine learning', 'Python', 'Tableau']",https://www.simplyhired.co.in/job/X9QsH8N1SHIK5Ogg1tSkY_f5V4N_nkbzcOo2tQlRbWFKK7GaAQgi6w?q=data+scientist
"Specialist, Data Scientist",The Bank of New York Mellon Corporation,"Pune, Maharashtra","['Analytics', 'Distributed systems', 'Data science']",https://www.simplyhired.co.in/job/lhTl-FZttXP0xzikdrf2oVkhxQU5IErkvsxCFipUTb1JLsJvJ1t1Pg?q=data+scientist
Data Science - Manager,Deloitte,"Bengaluru, Karnataka","['SAFe', 'Project management', 'Web development', 'VBA', 'SAS']",https://www.simplyhired.co.in/job/0Wd1uN3VctKPgoVEL6mLRPpqNlJsGAO2yodZ9KANIj9DJ8Huc1-AmQ?q=data+scientist
Data Scientist (Remote),Pricelabs,"Pune, Maharashtra","['Relational databases', 'SQL', 'Pricing', 'Communication skills', 'Statistics', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/jxStlMf6VoXW89P_MnSiqocEuorW8XzsJLpN6oE4dJPPyWb_vIYbSQ?q=data+scientist
AI / ML Engineer,TECH-CITY Research & Consulting Pvt Ltd,"Pune, Maharashtra","['Unit testing', 'TensorFlow', '.NET', 'Machine learning', 'Python', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/dHYKpBo3kYfEVbhBoRc7dLuouLap3OWQP3zp8c9wP8_2nPloT4U7IQ?q=data+scientist
Data Scientist,Ripik Technology (P) Ltd,"Noida, Uttar Pradesh","['Power BI', 'D3.js', 'Azure', 'SQL', 'Node.js']",https://www.simplyhired.co.in/job/R_2CdjOGnrunBysmu8duJ43Zdgv8yJ0QgSyRrhlnMNg_6iOWgXo1BA?q=data+scientist
Data Science,Globussoft Technologies,"Bengaluru, Karnataka","['Deep learning', 'SQL', 'Machine learning', 'Python', 'NoSQL']",https://www.simplyhired.co.in/job/yU6tku-8nXq4ZWYUZZZHhRp7563ZcOdYSuNEP-bkS_XyL7gcwZI8kw?q=data+scientist
Data Scientist,CanGo Networks,"Chennai, Tamil Nadu","['Software deployment', 'PyTorch', 'NoSQL', 'MySQL', 'Deep learning', ""Master's degree""]",https://www.simplyhired.co.in/job/DjxQGmPkJNfByj70q_tjOZi7U7aFq0ztMvmiwb7TC7Yg-1v9SUCWDg?q=data+scientist
Data Scientist,IQM Corporation,"Ahmadabad, Gujarat","['Elasticsearch', 'Analysis skills', 'Power BI', 'SQL', 'Spark', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/FuTrUKc9GOBpk5KDyTnM52RgZI7xql2m0wF6fiB1FcNwlXbUfmEv5A?q=data+scientist
Jr Data Scientist,Sciera,"Chennai, Tamil Nadu","['SQL', 'TensorFlow', 'C++', 'Product development', 'Communication skills', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/4cTXov-mH9-bk3PWUa_6j86AR_15pkxqaTvGsf_uFxYqqDg9oSXC2Q?q=data+scientist
Data Scientist,SigFig,"Noida, Uttar Pradesh","['Writing skills', 'D3.js', 'REST', 'SQL', 'Spark', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/wf5Kq0lwAdhNwiP197ujQOWExyPs-_HEgaO4OdFIipNfN_wYZxwhiw?q=data+scientist
Data Scientist,GIBRALTAR TECHNOLOGIES LLC,"Chennai, Tamil Nadu","['Azure', 'SQL', 'Spark', '.NET', 'Natural language processing', 'M.Sc', ""Master's degree""]",https://www.simplyhired.co.in/job/CC6K4u92AOY9cXlNLQLiFzEQKfFQZFJGRwc_o8_6ktxlFL2J5Im2uA?q=data+scientist
Machine Learning Intern,SolarWinds,"Bengaluru, Karnataka","['Analysis skills', 'Communication skills', 'Solarwinds', 'Machine learning', 'AI']",https://www.simplyhired.co.in/job/oaKWKBWnRyspwafHjgGXhKsEHRmMiy9h0Zvo_kCvvHnpHkLCg48kFQ?q=data+scientist
Machine Learning Engineer,RETECH Solutions Pvt Ltd,"Tambaram, Chennai, Tamil Nadu",['Machine learning'],https://www.simplyhired.co.in/job/JfgBhYqUw9MoQJkxji1RyTK0IPzCHo-hAhezDgLh7tQFnfpZxPCg7A?q=data+scientist
Data Scientist,Futura Labs,"Calicut, Kerala","['Flask', 'NumPy', 'Pandas', 'OOP', 'Django']",https://www.simplyhired.co.in/job/2UQ2fEmA7RV3ZabNqQ3HhoM32UkP7McDq5HF0ITk4G-59UKFXn4Gjw?q=data+scientist
Data Science,Locuz Enterprise Solutions,"Madhapur, Hyderabad, Telangana","['Communication skills', 'SQL', 'Analytics', 'Microsoft Excel', 'Machine learning']",https://www.simplyhired.co.in/job/rSNPJDOyKxJGCFXFtR-53YKTT11-HBL1tVdF2L9gXi5jeR0Ep9u47A?q=data+scientist
Data Scientist,DataStunt,"Noida, Uttar Pradesh","['React', 'Front-end development', 'Analysis skills', 'Natural language processing', 'Software troubleshooting', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/9VFKGHaqtmfcbHNRyStI15gw1RI5ltEXQPw2D3zqvHE6A-byzwukRQ?q=data+scientist
Data Scientist`,Ford Global Business Services,"Chennai, Tamil Nadu","['Machine learning', 'Python', 'Data mining', 'Data science', 'M.C.A.', 'Doctoral degree', 'M.Sc', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/_qKgtDqcmT8XBTODKL5rIBBoNUfLrPV3n9WaX32EvWKTGCAh26Qh2g?q=data+scientist
Principal Data Scientist,CRUTZ LEELA,"Pune, Maharashtra",[],https://www.simplyhired.co.in/job/J9bd79RNJK5UApuhg5C-vs7VdbF1rtb1WMuH4HSgbLY4M6-3haFXww?q=data+scientist
Data Scientist,AdvanSoft,"Bengaluru, Karnataka","['Image processing', 'Azure', 'PyTorch', 'Git', 'Natural language processing', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/gyDr747yQse9bOkNnpW8qOEo1ahNMlQYs--S6pOHxxJs8U0eMM9TjQ?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,Ataloud Technologies,Remote,"['Azure', 'Predictive analytics', 'NoSQL', 'Bootstrap', 'TensorFlow', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/YCtlsC9DuDR9QYV4HWziv7Tl5xEZJ-DEy5wWzHk4tlxMjhnYR0y4Jw?q=data+scientist
Junior Data Scientist/ta,WSD Consultant,"Gurgaon District, Haryana","['Machine learning', 'Teaching experience', 'Data science', 'Training & development', 'Content development', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/vPtAt9ULKVOR53kKIZQg0LKJ2GwKGlc6E6HQbWp8ZxXXFBbQpszbBg?q=data+scientist
Lead Data Scientist,way to job placement,"Chennai, Tamil Nadu","['SQL', 'Microsoft Excel', 'Machine learning', 'Python', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/yzAyA0iWJ_bAnrM6SxFbYiPDH2A4QDZWuF46mG-p9D2GqaE5iubtCA?q=data+scientist
Data science internship,Wahy Lab IT Solutions,"Kochi, Kerala",['Data science'],https://www.simplyhired.co.in/job/Y-5rELQeYyJedKHhTVRGlGpKcFhzFSkOrUnKkahIUcl8696r6en08Q?q=data+scientist
Data Scientist - Optimus (Deep Learning / Reinforcement Learning),Bert Labs,"Bengaluru, Karnataka","['Power BI', 'Spark', 'Tableau', 'NoSQL', 'Analytics', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/vTdB66s3Hc7MT5aXrkEp93XNMOFe2gO-dcQeOebpbmepKuAYwuWOTw?q=data+scientist
Data Scientist,Kovai.co,"Coimbatore, Tamil Nadu","['Azure', 'SQL', 'SaaS', 'Bootstrap', 'TensorFlow']",https://www.simplyhired.co.in/job/An6KOzEu5bzp13mKCmMAe18BmnIsBc88FBntwwKgt5unxmCrxSoqnw?q=data+scientist
Senior Analyst - AI SGO Data Scientist - Bengaluru,Deloitte,"Bengaluru, Karnataka","['Statistical analysis', 'Image processing', 'Azure', 'PyTorch', 'NumPy', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/YTW8K3_a4jFvwzmQ4jZdOFXUxO0npDOpim9VBDqNYejPr0-09W11Aw?q=data+scientist
ML Engineer/ Driverless-AI,Xpheno,"Chennai, Tamil Nadu","['Python', 'AI']",https://www.simplyhired.co.in/job/2tYvNmcpulshR9uGFqHfeDm4TJiI9-mEv2lSOl3BiqSSJJrSUkcCqQ?q=data+scientist
Data scientist,Aurawoo International,"Jaipur, Rajasthan","[""Bachelor's degree""]",https://www.simplyhired.co.in/job/ZBjmwik2D0464wPZ7NVEm0aEVA_Ag_W05BIOcNOzIBblO_-p3BvqiQ?q=data+scientist
Machine Learning Engineer,Automotive Robotics,"Chennai, Tamil Nadu","['Power BI', 'Communication skills', 'Machine learning', 'Software deployment', 'Image processing', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/fw1y163mY-XTRMsQOUVymU8OrGbu-a2a0yWgjX9MJTnd3vJPbGU5lg?q=data+scientist
Junior Data Scientist - Artificial Intelligence Innovation,Accenture,"Bengaluru, Karnataka","['Analysis skills', 'Machine learning', 'Python', 'AI', ""Master's degree""]",https://www.simplyhired.co.in/job/b2q0tSOv3u5grTg54WzUA4xADsBn3L6CJHR3xvUTzyB1hBulAxmMmw?q=data+scientist
Machine learning Data Engineer,Predictive Research,"Bengaluru, Karnataka","['Machine learning', 'Python', 'Big data', 'Data science', 'AI', 'M.C.A.', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/mQAZ5-Dno0tyF6EzmZ2p_jabALsXD3MF3T8Knm5AcFrH6cIRpnLcKA?q=data+scientist
Machine Learning Engineer,OptiSol,"Chennai, Tamil Nadu","['Image processing', 'REST', 'SQL', 'NoSQL', 'Git']",https://www.simplyhired.co.in/job/r83WvJ1QXLhfQF2eqhKBbTSW1gc6X47L-3UrrT-rBqA2oD8WsoiIkw?q=data+scientist
Sr. Data Scientist,way to job placement,"Chennai, Tamil Nadu","['SQL', 'Microsoft Excel', 'Machine learning', 'Python', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/ayEzmgwVzsVdZUQqK3ISZOFZ0zhojH7RMLKONJFPnvXpqGZjKFua6A?q=data+scientist
Data Scientist,Capgemini Invent,"Bengaluru, Karnataka","['Power BI', 'Azure', 'SQL', 'SAS', 'NoSQL']",https://www.simplyhired.co.in/job/oV6vZ4__USDEwcTDUkaLBcLW5hetQjBmYT56B8RyxqU-w9x4um9WDA?q=data+scientist
Data Scientist,Fortuna Entertainment Group,India,"['Communication skills', 'Marketing', 'Azure', 'Analytics', 'Machine learning']",https://www.simplyhired.co.in/job/pErPDNN0_LnqbAboQpWYzj7me_7Sqtwk3qTe6N5F2-i_bA4eGeTylg?q=data+scientist
Machine Learning Engineer,Axiado,"Hyderabad, Telangana","['Node.js', 'TensorFlow', 'C++', 'Communication skills', 'C', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/qJidn4kHnq4Dpbhca5ntxwmaCjmPLrg8b2OW-O0FhqRxXNcAq91_rg?q=data+scientist
Data Scientist,slice,"Bengaluru, Karnataka","['Image processing', 'SQL', 'Spark', 'NumPy', 'Pandas', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/vMk7j52VKXt-fSL5QnSR22jco5wK1fLL5RWaf0_EON4ydd4k0X2ozA?q=data+scientist
Data Scientist,Navig8 Group,"Mumbai, Maharashtra","['Power BI', 'Communication skills', 'SQL', 'R', 'Machine learning']",https://www.simplyhired.co.in/job/4AJWlw-nQUAVfmhIlMRbOkKnbZanuNRiIS5-L5JRuhgd5WTlK90ypw?q=data+scientist
Data Scientist 4,HP,"Bengaluru, Karnataka","['Data modeling', 'Spark', 'Communication skills', 'Software architecture', 'Hadoop', ""Master's degree""]",https://www.simplyhired.co.in/job/qzpAqSglZNSjxOq_PwDqfbrYXuBvnf-awbKjDX8eBToT0LDo14F6XQ?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,AIEnterprise,"Bengaluru, Karnataka","['Spark', 'Python', 'Math', 'Data science', 'Natural language processing']",https://www.simplyhired.co.in/job/Yiz20mtNqAnAsIPPE3nvpLIn-9hoQQK056QzQqnTQ4N8-6H-IqIj6w?q=data+scientist
Machine Learning Trainer,EVOLVE ROBOTICS,"Kochi, Kerala","['Machine learning', 'Python']",https://www.simplyhired.co.in/job/r0DNvZT3YXVqAtiexXv4Qoq72grR73xJqCjjOXVMuaqqUOj6T3QaLg?q=data+scientist
Data Scientist,Paktolus,"Bengaluru, Karnataka","['Azure', 'SQL', 'Spark', 'Apache Hive', 'Torch', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/tMBnuHZhR2aEtChRgzvwlGe9ofM8FaqBGnYiAIRMqURO85mfCNVhdw?q=data+scientist
Lead Data Scientist,CRUTZ LEELA,"Pune, Maharashtra",[],https://www.simplyhired.co.in/job/URFbIVrK9r-fore5UayQwWnFOliXpY54dOK2QZI8o1WP2rg9NGDfTg?q=data+scientist
Data Scientist,Optimum Data Analytics,"Pune, Maharashtra","['Machine learning', 'Natural language processing']",https://www.simplyhired.co.in/job/u5-4x7uUfY2ApT5usyWIGqgYNe05UVAgVlkotO_VKoU9i7436cZ0OA?q=data+scientist
Data Scientist,Protocolzone,"Ahmadabad, Gujarat","['Analysis skills', 'Image processing', 'NumPy', 'Pandas', 'Natural language processing', ""Master's degree""]",https://www.simplyhired.co.in/job/ocFNGI32RniWOUvtu9SDhx1RAaixGJXW5S1Pdu6_jTb-ijAf-OZAbQ?q=data+scientist
Data Scientist,Peak AI,"Pune, Maharashtra","['Relational databases', 'SQL', 'Presentation skills', 'Natural language processing', 'Data analytics']",https://www.simplyhired.co.in/job/QMFNk0uXlCQ58GGNB43OZNJeJ3uVSwrSVmQwIMWkmLPFvmy2a45D2Q?q=data+scientist
Data Scientist 2,Epsilon,"Bengaluru, Karnataka","['Power BI', 'SQL', 'Spark', 'Tableau', 'Business intelligence', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/42FDqO9r-h32bi6wTALX6_BuBUxEQzx91vFNVyHu_tfvG1L5TgU7EA?q=data+scientist
Data Scientist/ Analyst - T9,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Software deployment', 'Relational databases', 'Continuous integration', 'Azure', 'SQL']",https://www.simplyhired.co.in/job/GFlKNozjesu8fMJHQRn1NpZOikWoR0QmhZNVzY6LEFSIclqiTCZJyg?q=data+scientist
Data Scientist / AI-ML Engineer,"Hitachi India Pvt, Ltd.","Bengaluru, Karnataka","['C++', 'MATLAB', 'Analytics', 'C', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/aigph4rGk6wVkfWLXSBvwR3thIJ1tpCFfgXu_KgWnlUkVrMOpkO65A?q=data+scientist
Data Scientist,Société Générale,"Bengaluru, Karnataka","['Analysis skills', 'Power BI', 'Communication skills', 'Python', 'NumPy']",https://www.simplyhired.co.in/job/yegoSxxRxXRxPDUhPH4NNAcR0lHqSev5A87ooXRs-Uiixo9RZ9e1Qw?q=data+scientist
Data Scientist,Datagrid Digital Marketing Agency,Remote,"['Image processing', 'Sentiment analytics', 'Natural language processing', 'Deep learning', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Q4yUExrPXjBJL1LXC5hHGmV1JppHwM6Ipr5TTrHzQYJ-rw7mAk7q7A?q=data+scientist
"Data & Analytics Analyst, Financial Crime",NatWest Group,"Chennai, Tamil Nadu","['SQL', 'Scrum', 'Teradata', 'Communication skills', 'Agile']",https://www.simplyhired.co.in/job/VG9m0Z4jkNJlFNxYN07lv8onZumvHcomqvYL9dCuITt2qiVQv-zWKg?q=data+scientist
Data Scientist - Marketing Analytics,PayU,Remote,"['SQL', 'Analytics', 'R', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/Fzwcn_SCZw1nQwTfW7nG0dJ6PKpvMrN0jFx55iE0rUsXGAiJDZCfMQ?q=data+scientist
Data Scientist,Kanini Software Solutions,"Chennai, Tamil Nadu","['Elasticsearch', 'SQL', 'Windows', 'SAS', 'TensorFlow', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/IMl0uEj3SrpdddT7MxYoc5astBIr3CsBXZV4wa2ZEfJQBAhcqmzmVA?q=data+scientist
AI/ML Engineers,IBST Private Limited,"Chennai, Tamil Nadu",['AI'],https://www.simplyhired.co.in/job/aPU8zoEFNzqaeJ_8kUrTkz3EfirkPbY8TgZ1jmuFtV1gV4moYze8_w?q=data+scientist
Data Scientist,RedLotus,"Mumbai, Maharashtra","['Communication skills', 'Machine learning', 'Statistics', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/yDqjq-8Men_kno-w1KlfyzZNqTs51LWub5aoQeFHWz5RlrfP3mNonw?q=data+scientist
Data Scientist,CoverSelf,"Kochi, Kerala","['Microsoft Access', 'SQL', 'Microsoft Excel', 'Predictive analytics', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/h7QAhSdtjl7cZlrNZtKCEimBoJ0bCZzIsvKPXVyQJ6itNxn6PhjW5w?q=data+scientist
Data Scientist,SG Analytics,"Pune, Maharashtra","['Software deployment', 'SQL', 'GitHub', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/llSuj6ptgRopdOVfAtqq8mbpVwH0LgTYIO9JpAEvS25dNOutzs04Ig?q=data+scientist
Data Scientist,KPIT Technologies GmbH,"Bengaluru, Karnataka","['SQL', 'Statistical software', 'SAS', 'Tableau', 'Pandas']",https://www.simplyhired.co.in/job/HdEVv-y_DgQoqWT3VQCQneFCXO77QSsUiaTBO-LpPL2wkMuJUadlfw?q=data+scientist
Faculty- Artificial Intelligence,United Group of Initiatives,"Ernakulam, Kerala","['.NET', 'Teaching experience', 'Communication skills', 'R', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist
Audit Reporting and Analytics Analyst,DTCC,"Chennai, Tamil Nadu","['Power BI', 'SQL', 'Tableau', 'SharePoint', 'Informatica']",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist
Data Scientist - Python,V R Della IT Services Private Limited,"Tiruchchirappalli, Tamil Nadu","['SQL', 'NoSQL', 'jQuery', 'OOP', 'Machine learning']",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist
Computer Vision & Machine Learning Researcher,Samsung Electronics,"Bengaluru, Karnataka","['Image processing', 'Machine learning', 'Employee evaluation', ""Bachelor's degree"", ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/2njgw_OaAsTc4md_N6_8uBRg9Tpqkv51jfdNHAOgeNxd0QeFyGAjLw?q=data+scientist
Computer Vision Engineer,Wobot Intelligence,Remote,"['Image processing', 'PyTorch', 'Deep learning', 'TensorFlow', 'Computer vision']",https://www.simplyhired.co.in/job/GOFprIgLzh5YTaQXBJsWgvDmY1FBRO-MsnPvRVX9Qg6orUKO8FtXdw?q=data+scientist
Data Scientist,Intellect Design Arena,"Chennai, Tamil Nadu","['Deep learning', 'Analysis skills', 'Image processing', 'Communication skills', 'Computer vision']",https://www.simplyhired.co.in/job/jKX2A-G5rEBX46lezFSfd-uEgrw4mbex1NObNl9KlIVVSFZoXdpv7Q?q=data+scientist
Data Scientist,WinZO,"New Delhi, Delhi","['Analysis skills', 'Fraud', 'Image processing', 'Communication skills', 'SQL']",https://www.simplyhired.co.in/job/ElDIqn0ucglC7if8Kr31s22wl9oNQURF-O7c8_lDONdxMr_znI_6-g?q=data+scientist
