,Company,Qualifications,Url,City,State,Title 1,Title 2
312,dmacq software,"ai, bachelors degree, masters degree, doctoral degree",https://www.simplyhired.co.in/job/mF4AIscALoNEoWHhdByuMjcNYc4tzpIYWJIyBqU4rcucM9gjnuLACw?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
313,mercedes-benz research and development india private limited,"adas, spark, mentoring, paas, product development, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/sCqcDOJskbFUCzTHKhcuKwTl3OoRvpm7C5wgI3D4ukjSxRlzUkXROw?q=data+scientist,hyderabad,telangana,data scientist,none
314,monjin interview pvt ltd,"python, aws, data science",https://www.simplyhired.co.in/job/IiQU3pLGRH3MQ_0EHnh5i935BWFAmdFXtx93Zv1pncqIaltpzL253A?q=data+scientist,hyderabad,telangana,machine learning engineer,none
315,copperpod digital,"data modeling, tensorflow, communication skills, software architecture, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/THDKZJs3MR8op3Vt7eUbWiJiWTk_6DAKGz5GS-IeOZMrU-L6YgSHcw?q=data+scientist,bengaluru,karnataka,staff data scientist,none
316,ayruz data marketing,"analysis skills, python, data analysis skills, math, scripting, masters degree",https://www.simplyhired.co.in/job/H_eUjaUqSTCOvauevv5aoAXaErp04gizh0EPG2ig3IMCy719RyTKMg?q=data+scientist,bengaluru,karnataka,data scientist,none
317,ibst private limited,"deep learning, flask, sql, docker, machine learning",https://www.simplyhired.co.in/job/uFqklBP6ol0UX8kaCyWD53DgZN5TRTIuSoTgHkhE6UGB-IW2L3drmA?q=data+scientist,kolkata,west bengal,data scientist,none
318,fitfyles,"relational databases, data visualization, matlab, machine learning, python, doctoral degree, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/lD_pZm0BmXU6l0dq4uqcStYHdkZBnuSNggZTcQbotkmJkd2JktHasg?q=data+scientist,hyderabad,telangana,machine learning engineer,none
319,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,hyderabad,telangana,jr.data scientist / ml engineer,none
320,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,bengaluru,karnataka,data scientist,none
321,cyient,analytics,https://www.simplyhired.co.in/job/sFs7WOuv-uhwt3vhmerApLYQJo8gYQxAnwAHKs-hzHJK1iCOextUMg?q=data+scientist,mumbai,maharashtra,data scientist,none
322,deepedge,machine learning,https://www.simplyhired.co.in/job/EgGEFRSJTNTSRE7mCwWjFbYEOn2ahvXzUv_frmmIlSchKSHxVvgFng?q=data+scientist,bengaluru,karnataka,data scientist,none
323,ge healthcare,"image processing, natural language processing, deep learning, c++, medical imaging, doctoral degree, masters degree",https://www.simplyhired.co.in/job/okEQ8DPi74N8RVcI9H_qGftF-rjwoKu17K5QZiscllSz_KDfudDXDQ?q=data+scientist,coimbatore,tamil nadu,machine learning engineer,none
324,hudson's bay company,"sql, spark, product development, agile, analytics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Qy4lspHAogou1-uy4PsntaGh6uD8nM0NsvA8HxsCfGDfipF5uCK2Bw?q=data+scientist,none,none,data scientist,none
325,spaatech solutions india pvt ltd,"d3.js, sql, data visualization, c++, scala, bachelors degree",https://www.simplyhired.co.in/job/kujcitomBNmIWtWHMIUihyWatTTt-grs0_DU5ol2leu0j5AYAIQfqQ?q=data+scientist,none,none,senior data scientist,none
326,smartinternz,"analysis skills, communication skills, azure, machine learning, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Gg7oqomBQmH31rhstMkWkRQNg_TQp9jHLWGxB4FqsCrYIecR5qRukA?q=data+scientist,coimbatore,tamil nadu,data scientist eac 2023,none
327,appstek corp,"tensorflow, sql, pytorch, r, machine learning",https://www.simplyhired.co.in/job/wzKv_wp8CpbLRz5OfBpnEq5dC6N7gEP--Aa23uaQ51y2VYRGw-sJhQ?q=data+scientist,bengaluru,karnataka,data science engineer,none
328,tookitaki holding pte ltd,"graph databases, spark, machine learning, big data, databases",https://www.simplyhired.co.in/job/Uw6p3hBiaBxeQ9IQdPWKtoTOrESnM22arOFxg8bij4FSgIdFnBXBdA?q=data+scientist,chennai,tamil nadu,nlp data scientist,none
329,harman international,"analysis skills, numpy, pandas, data collection, deep learning",https://www.simplyhired.co.in/job/Z-TOKsYD00YHn5KSFoYQ3vefJs8d1RkEs7pG_3LeJIheYsgCcQum8w?q=data+scientist,bengaluru,karnataka,data scientist,none
330,axionconnect,"machine learning, predictive analytics, python, banking",https://www.simplyhired.co.in/job/OjnNXXx8qDeimlWh0OrI_jJGT0Y3C-eWl2xyRI0Pmqg_efhP1kcBag?q=data+scientist,bengaluru,karnataka,sat_dna_assistant manager (data science),none
331,shell,"marketing mix modeling, sap, sas, matlab, communication skills",https://www.simplyhired.co.in/job/a-a2Uzevn-vLl3Hh7te6T1qXhq54MJfIWfM1PxXmvaHPH8gU-saSdg?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
332,optisol business solutions pvt ltd,"dynamodb, sql, pytorch, nosql, opencv",https://www.simplyhired.co.in/job/qfPpKxETUb-Xh16EwsmJO6PA5TouFIp09N22gpNBpoNAbaRIkjUENA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
333,tribolatech,"power bi, azure, sql, scipy, data visualization, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/xf6RKmX2nhE7ZWSYrCFVFmTP8cE8QsHZGFH_oFHhg92Kk7KxdDRT5g?q=data+scientist,none,none,engineering leader,machine learning
334,innorobix automation inc.,"statistical analysis, communication skills, sql, r, machine learning, masters degree, doctoral degree",https://www.simplyhired.co.in/job/NOfi0b58pD5WxdzUENIeCoUp2ahMMVyXyfWlZgZuxZCohuw_I4mxow?q=data+scientist,bengaluru,karnataka,data scientist,none
335,bosch group,"statistical analysis, analysis skills, sql, tableau, iso 27001, bachelors degree, masters degree",https://www.simplyhired.co.in/job/DmqovSIHUJ1a1l2fVA7kNWX5xjcQOqtp669gyLX4mZ3qGCGlhd5Ezw?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
336,siemens,"confluence, nosql, scrum, tensorflow, communication skills",https://www.simplyhired.co.in/job/RtUkBRLO_iCfGRmq9z0DrIOY1IClHzttVUgpr45X_gCayeA-z8gG8A?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
337,tiger analytics,"deep learning, tensorflow, azure, python, sdlc",https://www.simplyhired.co.in/job/HbA4tIzJQ9JhP0mb4STWitLYnShLHlDufLOVe9WtrtWBw89HSau5aQ?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
338,multi recruit,"sql, predictive analytics, tableau, data visualization, natural language processing, bachelors degree",https://www.simplyhired.co.in/job/c-o9jZNZC9d-aW3aE4pxdImWh0X6roNryP2nJ45dqvb56pXWQ17DXA?q=data+scientist,thiruvananthapuram,kerala,urgently hiring associate data scientist,none
339,ey,"software deployment, power bi, image processing, azure, sql",https://www.simplyhired.co.in/job/Jc4VqABjTzYKO8Y1eRd_aFubK94XAd-ymw8oXVxFmSjeDDzAIrkkGw?q=data+scientist,hyderabad,telangana,data scientist,none
340,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,noida,uttar pradesh,mlops,data scientist
341,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,bengaluru,karnataka,data science open positions across levels and experience,none
342,pattern effects labs,data mining,https://www.simplyhired.co.in/job/SH9YLehOn9VCZcC9Be4NXQe6Sv6DyApxhW6udKZGqwLWDiiW382otg?q=data+scientist,gurgaon district,haryana,data scientist (ml engineer),none
343,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,chennai,tamil nadu,designation –data scientist,none
344,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,hyderabad,telangana,"data scientist ii, fintech",none
345,pinnacle software and services pvt ltd,"continuous integration, torch, natural language processing, opencv, ci/cd, bachelors degree",https://www.simplyhired.co.in/job/Vc-St1jeQrLMJN6XJ2WrpxxTcbK-llxt-5kxyu6DflG19-Jj9J5f7g?q=data+scientist,pune,maharashtra,"principal, data scientist",none
346,codetru,"tableau, numpy, pandas, git, natural language processing",https://www.simplyhired.co.in/job/6MVtx6YY7akdsOkevqPmuOMH4R2pQnTGq-qMOnln4HVrnC04EI2pnQ?q=data+scientist,bengaluru,karnataka,data scientist,none
347,paytm,"sage, gitlab, azure, spark, node.js, masters degree, m.b.a.",https://www.simplyhired.co.in/job/fLpN082S89Lsu7YoZto3mGBGlSvhGKRtsn4-gQ9rHFCA3HkgfEl0mQ?q=data+scientist,chennai,tamil nadu,machine learning engineer 1,none
348,citi,"statistical analysis, project management, image processing, sql, predictive analytics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/WrID347gGk4Qj2U9GEW8D_y5uBCJOswQ2V_HKridCuLiX4rL4SrWGA?q=data+scientist,chennai,tamil nadu,data scientist,none
349,crimson ai,"pytorch, natural language processing, tensorflow, c++, hadoop, doctoral degree, masters degree",https://www.simplyhired.co.in/job/5LAsIN96JqjLfSAvyc8kl9ymW_vg7t4fy-OZV5Wsu-_agIaQ5v-0vw?q=data+scientist,bengaluru,karnataka,senior data scientist,none
350,indigo airlines,"image processing, azure, natural language processing, deep learning, tensorflow, bachelors degree",https://www.simplyhired.co.in/job/hhJAkTWvgpw8V2txEEJGZbPaipY-CEFrclDXFovFlg7-st6Es-vV9A?q=data+scientist,bengaluru,karnataka,data scientist,none
351,sybrant data,"perl, sql, communication skills, hadoop, r, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/QEm1p0YcTVJQrE0d5Yp-rUaXwyGaqAY98K0MtximvfXGTxmDlhEKog?q=data+scientist,bengaluru,karnataka,data scientist,none
352,uber,"sql, microsoft excel, tableau, data visualization, data collection, m.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/CKi_P9kXvoZqbbPcdBwWkfh0r53Uy5uB67VhPF-ismEd9FaMy42okA?q=data+scientist,bandra,mumbai,data scientist,none
353,jiva agriculture,"sql, apis, python, data visualization",https://www.simplyhired.co.in/job/KWmKI5-psDxDSHyDgLg6HKHxo4mvXpjWOWQpj5yozLBuLpBqyZ70vw?q=data+scientist,pune,maharashtra,data analytics intern,none
354,the bank of new york mellon corporation,"analytics, data science",https://www.simplyhired.co.in/job/oD9sV9YOW81l7pgbfq8ev85yQpFU-glX0StkKVB7bcMK5XkR6oKNnQ?q=data+scientist,bengaluru,karnataka,data scientist,bangalore/noida/hybrid
355,blackbuck,"image processing, machine learning, statistics, data science, bachelors degree, masters degree, doctoral degree",https://www.simplyhired.co.in/job/4525-SepOr3_v6NakholIKwUJFkmFkCx6cEIyTxCrmG68m4v6UM7Xg?q=data+scientist,bengaluru,karnataka,senior data scientist,none
356,anuview,"software deployment, flask, azure, pytorch, numpy",https://www.simplyhired.co.in/job/5qsv9R7js1UKLmrQyHR27hjqJHMzM1RuxwFkbvO5P5YzbWsbDTtMJw?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
357,resulticks,"perl, sql, statistical software, pandas, matlab, masters degree",https://www.simplyhired.co.in/job/eAvyWqVny31iRnpvToF_qR6LxkTRfUM2uRfz5SkBkB4Et_IQ6n2GGg?q=data+scientist,none,none,engineering leader,machine learning
358,index exchange,"data modeling, numpy, pandas, digital marketing, scala, bachelors degree, masters degree",https://www.simplyhired.co.in/job/E_3kAqmCyUyWvSZVWLwfMsBcQUwfxEcuXyg0Qi_PpPJ1PDu4myQBMg?q=data+scientist,pune,maharashtra,data scientist jr. & sr.,none
359,netobjex,"sql, natural language processing, deep learning, tensorflow, c++",https://www.simplyhired.co.in/job/OFajyeaUr8e1cy6xjYzqYVAve-J8tHODbbtusO7DO_H4oC9w95yLSA?q=data+scientist,none,none,engineering leader,machine learning
360,trovech infotech private limited,"statistical analysis, sql, numpy, nosql, scipy, doctoral degree, masters degree",https://www.simplyhired.co.in/job/YnTE68bmDNseKQdp3aqDjLEe5gbpw3Wob76XtdvnAt1kKMnwH6x1Uw?q=data+scientist,bengaluru,karnataka,ai / computer vision,none
361,athos systems,data mining,https://www.simplyhired.co.in/job/s8ZlYTI_dqdUR_oNSYGR-IXarmBRMwDrqV9WmruNSrmCtjgyDwb65A?q=data+scientist,indore,madhya pradesh,sr. data scientist,none
362,reliance games,"analysis skills, sql, microsoft excel, predictive analytics, tableau, bachelors degree",https://www.simplyhired.co.in/job/3lE7_Ct7MhW7VDYmJcswJlIi4zMy9r3le9DR5Hn2bY-yRimLccdhvg?q=data+scientist,bengaluru,karnataka,data scientist,none
363,techneplus,"power bi, relational databases, sql, sas, tableau, bachelors degree, masters degree",https://www.simplyhired.co.in/job/PaBJmi7Jvrhzwxtr05HKTBIJiTx7YYDyF_Gi9s6jHDeZ6XmTgkh18g?q=data+scientist,hyderabad,telangana,senior data scientist,none
364,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,none,none,principal data scientist,none
365,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,chandigarh,chandigarh,data science intern,none
366,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,bengaluru,karnataka,data scientist associate sr,none
367,thyssenkrupp india pvt. ltd.,"sql, analytics, r, machine learning, python",https://www.simplyhired.co.in/job/oURaAqvuwZvN9XmJbS9dvJ6QTnoopELJtNSkYklmioT2BXLsEJibVw?q=data+scientist,none,none,big data engineer,none
368,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,ahmadabad,gujarat,ai data scientist,none
369,rayvector,"bash, pytorch, shell scripting, opencv, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/MLdhcpDo77IIroBcj9k1F9faHCk3qYyjTjl9a0eM8wMzL_hY8SAfvA?q=data+scientist,bengaluru,karnataka,data scientist (ai/ml),none
370,golden eagle,"sql, machine learning, python, numpy, aws",https://www.simplyhired.co.in/job/jTkliqlFm0OrUunNgNwIUfH5u9EQdRijgqOfaAArBmEE3eBqu_54XQ?q=data+scientist,bengaluru,karnataka,machine learning engineers,none
371,codvo.ai,"bash, web services, rest, sql, pytorch",https://www.simplyhired.co.in/job/5GKH2p6sJif7DdQdDQlQS4ZC6vEKOxBBYdT4DcEZ4MDxMSQKukIccw?q=data+scientist,hyderabad,telangana,deep learning engineer,none
372,bento labs,"communication skills, sql, python, data analysis skills, presentation skills",https://www.simplyhired.co.in/job/naw3zu9Mg2nQeeHiLRiHW5X4Wai_fC6qHyoHrylPy7S7Ps_yrO7s2A?q=data+scientist,bengaluru,karnataka,data scientist,none
373,ceresight,"spark, tensorflow, apache, machine learning, big data, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/weyGDmkZVMOmL5wcXRn2VnOOd74xr9qNVXAozMTfwVNaqAcXcyw37A?q=data+scientist,bengaluru,karnataka,data scientist ii,none
374,domains analytics,"mysql, natural language processing, tensorflow, apis, machine learning",https://www.simplyhired.co.in/job/CkSSA7FVeoJM83grByFlQ5xincnQ0aIS7imCAbNcr_cUghX0DdImFg?q=data+scientist,pune,maharashtra,data science intern,none
375,"jpmorgan chase bank, n.a.","continuous integration, agile, system design, natural language processing, ai",https://www.simplyhired.co.in/job/dMui97f6trzSvFyXl5kn9LB9QfYTEPgibFMsvQJFzFXZL42iSktClQ?q=data+scientist,chennai,tamil nadu,machine learning engineer 1,none
376,ceresight,"azure, sql, apache hive, mapreduce, datastage, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/BEnTxzY1SEncV2iW_kKzccS2WW2oKFVaNJpS5AhhLi628R6Q2GcxtA?q=data+scientist,bengaluru,karnataka,fraud risk data science associate,none
377,recruitment smart,"analysis skills, spark, microsoft powerpoint, presentation skills, natural language processing, bachelors degree, masters degree",https://www.simplyhired.co.in/job/q46ENEnRp3CgjRQSMRr2Jaz77RGpMllNiNHT3OJEtpmnDX0OCFdKAg?q=data+scientist,madhapur,hyderabad,data scientist,none
378,inofinix pvt ltd,"sql, tableau, numpy, pandas, scipy",https://www.simplyhired.co.in/job/3HQyTwR_Gp4lg6IlR4wc8mnKXOl3SpIHkBUwH3QlvfVHHtaPYpaviw?q=data+scientist,surat,gujarat,senior data scientist,none
379,p2f semiconductor services pvt ltd,"azure, sql, database development, tensorflow, agile, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/KJjmLURO9_fWaBFgvJ9WdFKTLjW4q37LbvE0_mxFzsDnovExm12Bqg?q=data+scientist,chennai,tamil nadu,data scientist crsp irc180072,none
380,aptagrim consulting,"deep learning, tensorflow, image processing, communication skills, computer vision, masters degree",https://www.simplyhired.co.in/job/PniWE2JkPViBX2b3We9fAlc1TbaruqQ4Yv9yZrjdRMzzG6UIRVuTYQ?q=data+scientist,none,none,engineering leader,machine learning
381,bharat light & power,"sql, r, machine learning, python, big data",https://www.simplyhired.co.in/job/L0ixUpObhApcrBHZN2Gseza7JysALirtgE_8A5bd9JYFVUeB7TNLiQ?q=data+scientist,hyderabad,telangana,data scientist,none
382,miq digital,"sql, spark, apache hive, mapreduce, apache pig, bachelors degree, masters degree",https://www.simplyhired.co.in/job/uz71eyBVkQOAZlLPfMffMyFwWpwYU4D_Tiuzg1K9su_B7pwb_6FGyw?q=data+scientist,chennai,tamil nadu,machine learning engineer (2-4 years),none
383,perpetual invention,"business requirements, data science",https://www.simplyhired.co.in/job/-CyWtmQT6ZNwVI8Q3MgmIkz6LkUMqsKo6Uzy9SlsPzo5nB79K3zAUg?q=data+scientist,bengaluru,karnataka,data scientist,none
384,viavi solutions,"software deployment, flask, azure, pytorch, numpy",https://www.simplyhired.co.in/job/FxRHitr0xuLCZOh7HR1UhCbQbQ2R4pYSOq2PsNN9IwYThUMPeJUqhg?q=data+scientist,bengaluru,karnataka,data science engineer,none
385,"jpmorgan chase bank, n.a.","fraud, algorithm design, machine learning, python, big data, doctoral degree, masters degree",https://www.simplyhired.co.in/job/WBDknPy1aq7xiuTGnwfWiiAw3UMkIIejWa-kzRoYrN--o8abreYFYw?q=data+scientist,noida,uttar pradesh,machine learning internship,none
386,tanla solutions,"deep learning, tensorflow, communication skills, r, machine learning",https://www.simplyhired.co.in/job/mufzB35183p5NevQg25nZnwZNYwTXtCmlmbBt6Zld9JymDZGQGztqg?q=data+scientist,bengaluru,karnataka,data scientist,none
387,shairu gems diamonds pvt.ltd.,"pivot tables, r, microsoft excel, machine learning, python",https://www.simplyhired.co.in/job/SX2hzkYsvgYO4EM8GEUpmE4OL4bXL60a3OdICgt5K-DDfiGWuJGS9A?q=data+scientist,chennai,tamil nadu,data science,none
388,globallogic,"sql, nosql, communication skills, scala, python, b.sc, bachelors degree",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist,gurgaon district,haryana,data analyst / data scientist,none
389,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,none,none,consultant,data scientist
390,zl technologies,"statistical analysis, elasticsearch, d3.js, sql, pytorch, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/Fnt9Cc5fZfC_eRL3PaP-jY_i8bqlhrDi2JEnGvr9cey9yu6kB9IjFQ?q=data+scientist,bengaluru,karnataka,data scientist,none
391,digispoc technology pvt. ltd.,"project management, image processing, sas, natural language processing, matlab, bachelors degree",https://www.simplyhired.co.in/job/kpb1yuA_3HNWoBFdoqeBn3Z-nqb7csranAsxDecJ1rzBGixIoM9HOA?q=data+scientist,bengaluru,karnataka,data scientist,none
392,draup,"software deployment, pytorch, spark, numpy, pandas, m.c.a., bachelors degree, masters degree",https://www.simplyhired.co.in/job/QqC-_XpGaaO_nIuVrpEKQKL0qTrEaFUb9xeTHukUrfFlIU3Nte_Eiw?q=data+scientist,mumbai,maharashtra,data scientist,none
393,continental,"power bi, relational databases, data modeling, sql, node.js, bachelors degree, masters degree",https://www.simplyhired.co.in/job/HVRRuJR9Xu8Sf_KRAAU35kA6X-KGu9JdCadTfxwWPnVGME5qvbYq9Q?q=data+scientist,mumbai,maharashtra,data science strategic analytics-associate,none
394,constems-ai,"tensorflow, communication skills, machine learning, python, numpy, bachelors degree, masters degree",https://www.simplyhired.co.in/job/7snC_DBXaUwnZdB-ZNe02QIuwSiXr_JuOefks7nHQel4Kz2V5zyAdQ?q=data+scientist,gurgaon district,haryana,data scientist,none
395,navikenz,"d3.js, azure, hadoop, r, machine learning, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/StBacGV7gvwUVkANCB_NGs6DlrB3oDAvF7WLnzWIcQj7EwN62aFE9A?q=data+scientist,bengaluru,karnataka,machine learning engineer,none
396,mr. cooper,"r, python, tableau, statistics, data analysis skills, bachelors degree",https://www.simplyhired.co.in/job/oGvmvQrAc_N1_wQJaB9nUUm_GRgIMQ9_MMZ6bAq4xl4f2yReXeuviA?q=data+scientist,bengaluru,karnataka,forecasting analyst/ data scientist,none
397,statusneo technology consulting,"sql, sas, market analysis, analytics, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/253kNaulbfI6K9DRJvQVPiNx49Zn1M4zuCoLU7BfGUEJbAqbQ7i0_A?q=data+scientist,mysore,karnataka,data science trainer,none
398,affine,"power bi, supply chain, sap, tableau, sap supply chain management, bachelors degree",https://www.simplyhired.co.in/job/ej2z-qrPvYyYJ9HgmPleF-aFUaZ8gnx6bb9e6OLcuC8j6el7ht9y5Q?q=data+scientist,bengaluru,karnataka,data science analyst,none
399,ciel hr services,"power bi, r, machine learning, python, sas",https://www.simplyhired.co.in/job/hVSfnkv5IV8162d_dGsdKJ6ecQhSRqHfRW50RZSh5xvf4-z94rIpYw?q=data+scientist,none,none,data scientist – machine learning,none
400,inference labs,"power bi, sql, analytics, r, microsoft excel",https://www.simplyhired.co.in/job/CgfHL6EgY7ZFg6A1WMRMTEX-WfXJuI4qvmaj94C39j57tdjTpyiG0w?q=data+scientist,bengaluru,karnataka,data scientist,ads product
401,liases foras,"statistical analysis, d3.js, sql, spark, apache hive, doctoral degree, masters degree",https://www.simplyhired.co.in/job/FcrL2VAFjIiaLSnYZhiTGUrzeRjmf7CignmxLUULYfU7DXq8h6Q9Iw?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
402,"jpmorgan chase bank, n.a.","sql, tableau, numpy, pandas, financial services, masters degree, m.b.a.",https://www.simplyhired.co.in/job/bo06WIKI6acJh3m73Gb5-DkvG14SQvrKsIRuf39HFIakh0xVJ1JkCw?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
403,statusneo technology consulting,"d3.js, agile, graph databases, machine learning, data management",https://www.simplyhired.co.in/job/FiFNdwWRE9EdeDxXgI2ZPN5tt15QdathxyD4BgAvoFl2c9c4qISCJA?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
404,aptiv,"gitlab, scrum, git, tensorflow, c++, masters degree",https://www.simplyhired.co.in/job/urtTDfSvoKmx4pfD2wcf8KqtYxEyIFyX154AGbS2XQUC0rTCwBtWGA?q=data+scientist,bengaluru,karnataka,"analyst, customer analytics",none
405,locus it services,"communication skills, r, python, forecasting",https://www.simplyhired.co.in/job/grdcP604QdWbKGIrvmczw0geg7lWCqr6x8xT9bOuuQ74UbjN1uRqmg?q=data+scientist,gurugram,haryana,data scientist,none
406,linnkya technologies private limited,"communication skills, r, .net, machine learning, python",https://www.simplyhired.co.in/job/w_BpLlkd9pdXt-myYg6IyiaOBS49BLXElthgIqWEWC_eQaZq6mvi5A?q=data+scientist,none,none,sr data scientist,none
407,diageo,"software deployment, analysis skills, supply chain management, azure, sql, bachelors degree",https://www.simplyhired.co.in/job/qkfe-HLYccyBfHPJjs4ixJuqlQLd7cMNKx6NBe4VdfmpcLbSNXHRNw?q=data+scientist,bengaluru,karnataka,uspba data scientist c11,none
408,rpa infotech,"sql, pytorch, pandas, natural language processing, tensorflow, bachelors degree, masters degree, m.eng",https://www.simplyhired.co.in/job/LmFbmdAeGRkOxCV-aC-3B-v5rTfpl8Nv7LI03_AKfPEdwOKby5X-Xg?q=data+scientist,bengaluru,karnataka,senior data science consultant (data science),none
409,truecaller,"ios, design patterns, data modeling, sql, spark",https://www.simplyhired.co.in/job/fxoECeXuG31mI7DfzLptI7xxciQzN7lcYZx8Kk7O7J1JtBwB7KR4jg?q=data+scientist,bengaluru,karnataka,data science-consultant,operation research
410,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,bellandur,bengaluru,data scientist,none
411,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,bengaluru,karnataka,computer vision engineer (intern),none
412,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,none,none,ai/machine learning,none
413,victoria's secret,"relational databases, sql, vba, microsoft excel, sas, bachelors degree",https://www.simplyhired.co.in/job/97De9KfpybMsyahUi_vM8JvXix914KF7qH7P3PrQRjD0SiSm921BRw?q=data+scientist,bengaluru,karnataka,iot & data analytics engineer,none
414,united airlines,"software deployment, analytics, machine learning, python, project leadership, bachelors degree, masters degree",https://www.simplyhired.co.in/job/fbVBDSnld6rvcIMLTZxiF68LUrFb-XKjPDpTcJoJOl78_2gPkHHTdw?q=data+scientist,bengaluru,karnataka,data scientist,none
415,tiket.com,"sql, product development, communication skills, r, machine learning, bachelors degree",https://www.simplyhired.co.in/job/jyvdXtKdIgVnO3E6X5yYH2rSvojOaZyQDCNSihhiKOBGiOzlPZgofQ?q=data+scientist,bengaluru,karnataka,data scientist,none
